event,e_id,time,prop_page,prop_userType,prop_appVersion,prop_device,prop_os,prop_location,prop_gps
click_navi,7ea0290e7f154e968743908ef1ed06a6,1704067963,navi,new,153.4.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 36.015, ""longitude"": 127.846}"
click_item,7ea0290e7f154e968743908ef1ed06a6,1704067985,item,new,153.4.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 36.015, ""longitude"": 127.846}"
click_cart,7ea0290e7f154e968743908ef1ed06a6,1704068004,cart,new,153.4.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 36.015, ""longitude"": 127.846}"
click_checkout,7ea0290e7f154e968743908ef1ed06a6,1704068025,checkout,new,153.4.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 36.015, ""longitude"": 127.846}"
click_navi,fdd90b981a9b4c31823374acf60ae893,1704091394,navi,new,152.0.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 36.85, ""longitude"": 127.116}"
click_item,fdd90b981a9b4c31823374acf60ae893,1704091397,item,new,152.0.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 36.85, ""longitude"": 127.116}"
click_cart,fdd90b981a9b4c31823374acf60ae893,1704091406,cart,new,152.0.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 36.85, ""longitude"": 127.116}"
click_checkout,fdd90b981a9b4c31823374acf60ae893,1704091426,checkout,new,152.0.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 36.85, ""longitude"": 127.116}"
click_navi,a43d4aae2758417f9d741455f90c05a8,1704122350,navi,new,151.0.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.043, ""longitude"": 126.815}"
click_item,a43d4aae2758417f9d741455f90c05a8,1704122362,item,new,151.0.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.043, ""longitude"": 126.815}"
click_cart,a43d4aae2758417f9d741455f90c05a8,1704122388,cart,new,151.0.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.043, ""longitude"": 126.815}"
click_checkout,a43d4aae2758417f9d741455f90c05a8,1704122403,checkout,new,151.0.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.043, ""longitude"": 126.815}"
click_navi,e95a76422da747dd9349d32d9d775186,1704109845,navi,churned,154.5.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.549, ""longitude"": 127.492}"
click_item,e95a76422da747dd9349d32d9d775186,1704109870,item,churned,154.5.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.549, ""longitude"": 127.492}"
click_cart,e95a76422da747dd9349d32d9d775186,1704109889,cart,churned,154.5.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.549, ""longitude"": 127.492}"
click_checkout,e95a76422da747dd9349d32d9d775186,1704109894,checkout,churned,154.5.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.549, ""longitude"": 127.492}"
click_exit,8bb2adb6ce274c05876e70a72e0750a7,1704151048,exit,returning,152.8.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 35.384, ""longitude"": 129.161}"
click_search,f788127bea874846868c8e835da6900b,1704093502,search,churned,151.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.68, ""longitude"": 127.082}"
click_item,f788127bea874846868c8e835da6900b,1704093519,item,churned,151.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.68, ""longitude"": 127.082}"
click_cart,f788127bea874846868c8e835da6900b,1704093524,cart,churned,151.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.68, ""longitude"": 127.082}"
click_checkout,f788127bea874846868c8e835da6900b,1704093527,checkout,churned,151.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.68, ""longitude"": 127.082}"
click_exit,96768abf6ec64a2d8566571895be4480,1704085670,exit,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_search,8f3c6e62dd5149e6a065ff7c2df4773c,1704109359,search,new,150.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.955, ""longitude"": 129.186}"
click_item,8f3c6e62dd5149e6a065ff7c2df4773c,1704109375,item,new,150.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.955, ""longitude"": 129.186}"
click_cart,8f3c6e62dd5149e6a065ff7c2df4773c,1704109382,cart,new,150.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.955, ""longitude"": 129.186}"
click_checkout,8f3c6e62dd5149e6a065ff7c2df4773c,1704109411,checkout,new,150.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.955, ""longitude"": 129.186}"
click_exit,1695ab90f83d4d2f98a36b52a15f04a7,1704121908,exit,returning,153.7.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.758, ""longitude"": 127.993}"
click_search,345f057c8c4c43308ab9e266be79db02,1704109095,search,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 37.643, ""longitude"": 129.17}"
click_item,345f057c8c4c43308ab9e266be79db02,1704109114,item,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 37.643, ""longitude"": 129.17}"
click_cart,345f057c8c4c43308ab9e266be79db02,1704109137,cart,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 37.643, ""longitude"": 129.17}"
click_checkout,345f057c8c4c43308ab9e266be79db02,1704109159,checkout,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 37.643, ""longitude"": 129.17}"
click_search,e4e13e1c21d4479fac905f4b53f8aa8a,1704144238,search,returning,150.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.118, ""longitude"": 128.241}"
click_item,e4e13e1c21d4479fac905f4b53f8aa8a,1704144259,item,returning,150.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.118, ""longitude"": 128.241}"
click_cart,e4e13e1c21d4479fac905f4b53f8aa8a,1704144275,cart,returning,150.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.118, ""longitude"": 128.241}"
click_checkout,e4e13e1c21d4479fac905f4b53f8aa8a,1704144293,checkout,returning,150.1.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.118, ""longitude"": 128.241}"
click_exit,4b06559d2a77425da3acd1d5d055eacc,1704070783,exit,churned,154.0.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 36.939, ""longitude"": 128.608}"
click_search,1cac7ece914644128ca3da15911a878a,1704122465,search,new,150.3.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.267, ""longitude"": 129.031}"
click_item,1cac7ece914644128ca3da15911a878a,1704122480,item,new,150.3.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.267, ""longitude"": 129.031}"
click_cart,1cac7ece914644128ca3da15911a878a,1704122484,cart,new,150.3.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.267, ""longitude"": 129.031}"
click_checkout,1cac7ece914644128ca3da15911a878a,1704122490,checkout,new,150.3.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.267, ""longitude"": 129.031}"
click_exit,4ccbc3306ba94115b84c0651c235db70,1704069903,exit,churned,153.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 36.961, ""longitude"": 127.856}"
click_navi,9a89c02403b64eeab38d3251a8c41064,1704150956,navi,new,151.4.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 37.662, ""longitude"": 127.483}"
click_item,9a89c02403b64eeab38d3251a8c41064,1704150961,item,new,151.4.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 37.662, ""longitude"": 127.483}"
click_cart,9a89c02403b64eeab38d3251a8c41064,1704150969,cart,new,151.4.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 37.662, ""longitude"": 127.483}"
click_checkout,9a89c02403b64eeab38d3251a8c41064,1704150974,checkout,new,151.4.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 37.662, ""longitude"": 127.483}"
click_search,3d27162c63fe496abade6e367569139c,1704090670,search,new,150.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.291, ""longitude"": 127.359}"
click_item,3d27162c63fe496abade6e367569139c,1704090690,item,new,150.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.291, ""longitude"": 127.359}"
click_cart,3d27162c63fe496abade6e367569139c,1704090693,cart,new,150.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.291, ""longitude"": 127.359}"
click_checkout,3d27162c63fe496abade6e367569139c,1704090701,checkout,new,150.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.291, ""longitude"": 127.359}"
click_search,d6764af2f4fd4ba68a631f8573120ce7,1704091897,search,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_item,d6764af2f4fd4ba68a631f8573120ce7,1704091908,item,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_cart,d6764af2f4fd4ba68a631f8573120ce7,1704091921,cart,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_checkout,d6764af2f4fd4ba68a631f8573120ce7,1704091945,checkout,returning,154.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.659, ""longitude"": 128.651}"
click_navi,d9b9cc5b2a08480b88d004b9b411c611,1704133261,navi,new,151.0.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.043, ""longitude"": 126.815}"
click_item,d9b9cc5b2a08480b88d004b9b411c611,1704133275,item,new,151.0.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.043, ""longitude"": 126.815}"
click_cart,d9b9cc5b2a08480b88d004b9b411c611,1704133292,cart,new,151.0.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.043, ""longitude"": 126.815}"
click_checkout,d9b9cc5b2a08480b88d004b9b411c611,1704133311,checkout,new,151.0.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.043, ""longitude"": 126.815}"
click_search,9b6e3aacceb34378b5085174cecf5829,1704146771,search,returning,153.7.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.758, ""longitude"": 127.993}"
click_item,9b6e3aacceb34378b5085174cecf5829,1704146784,item,returning,153.7.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.758, ""longitude"": 127.993}"
click_cart,9b6e3aacceb34378b5085174cecf5829,1704146811,cart,returning,153.7.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.758, ""longitude"": 127.993}"
click_checkout,9b6e3aacceb34378b5085174cecf5829,1704146827,checkout,returning,153.7.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 36.758, ""longitude"": 127.993}"
click_navi,b51755dafc874cc489a13b47688ae630,1704140064,navi,new,150.3.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.267, ""longitude"": 129.031}"
click_item,b51755dafc874cc489a13b47688ae630,1704140070,item,new,150.3.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.267, ""longitude"": 129.031}"
click_cart,b51755dafc874cc489a13b47688ae630,1704140097,cart,new,150.3.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.267, ""longitude"": 129.031}"
click_checkout,b51755dafc874cc489a13b47688ae630,1704140121,checkout,new,150.3.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.267, ""longitude"": 129.031}"
click_exit,1f250b85642644e683e1cadcbe5613ab,1704112765,exit,returning,152.9.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 37.225, ""longitude"": 128.655}"
click_search,9f1def137c7a4716a7818991559b452c,1704123885,search,churned,151.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.68, ""longitude"": 127.082}"
click_item,9f1def137c7a4716a7818991559b452c,1704123907,item,churned,151.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.68, ""longitude"": 127.082}"
click_cart,9f1def137c7a4716a7818991559b452c,1704123930,cart,churned,151.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.68, ""longitude"": 127.082}"
click_checkout,9f1def137c7a4716a7818991559b452c,1704123960,checkout,churned,151.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.68, ""longitude"": 127.082}"
click_navi,5226abd0d8b34dfc98f4ed408b5efabb,1704085650,navi,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.434, ""longitude"": 126.953}"
click_item,5226abd0d8b34dfc98f4ed408b5efabb,1704085659,item,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.434, ""longitude"": 126.953}"
click_cart,5226abd0d8b34dfc98f4ed408b5efabb,1704085688,cart,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.434, ""longitude"": 126.953}"
click_checkout,5226abd0d8b34dfc98f4ed408b5efabb,1704085716,checkout,new,150.8.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 37.434, ""longitude"": 126.953}"
click_navi,1fc5e6b351f04b3fa44604db21abc4a0,1704088143,navi,new,151.3.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.661, ""longitude"": 127.951}"
click_item,1fc5e6b351f04b3fa44604db21abc4a0,1704088163,item,new,151.3.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.661, ""longitude"": 127.951}"
click_cart,1fc5e6b351f04b3fa44604db21abc4a0,1704088189,cart,new,151.3.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.661, ""longitude"": 127.951}"
click_checkout,1fc5e6b351f04b3fa44604db21abc4a0,1704088193,checkout,new,151.3.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.661, ""longitude"": 127.951}"
click_search,ac92474671d34bc2ab4eeeae6f4ea668,1704124562,search,returning,152.5.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.15, ""longitude"": 127.803}"
click_item,ac92474671d34bc2ab4eeeae6f4ea668,1704124578,item,returning,152.5.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.15, ""longitude"": 127.803}"
click_cart,ac92474671d34bc2ab4eeeae6f4ea668,1704124587,cart,returning,152.5.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.15, ""longitude"": 127.803}"
click_checkout,ac92474671d34bc2ab4eeeae6f4ea668,1704124608,checkout,returning,152.5.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.15, ""longitude"": 127.803}"
click_search,be94bad30775493f88773e6c06b316f1,1704113143,search,new,150.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.955, ""longitude"": 129.186}"
click_item,be94bad30775493f88773e6c06b316f1,1704113164,item,new,150.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.955, ""longitude"": 129.186}"
click_cart,be94bad30775493f88773e6c06b316f1,1704113182,cart,new,150.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.955, ""longitude"": 129.186}"
click_checkout,be94bad30775493f88773e6c06b316f1,1704113186,checkout,new,150.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.955, ""longitude"": 129.186}"
click_exit,5c36b2eb087a4bf3a7b6597298292ac4,1704151200,exit,churned,152.0.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 35.025, ""longitude"": 128.976}"
click_exit,fa8b800fd71749d4900b434241a7ffe7,1704117237,exit,churned,153.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 36.961, ""longitude"": 127.856}"
click_exit,a45fa409696b4568b53ddbb61f36f691,1704114614,exit,churned,151.7.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.68, ""longitude"": 127.082}"
click_navi,76e1a346029d425fa9879d1b664da86f,1704073761,navi,new,150.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.291, ""longitude"": 127.359}"
click_item,76e1a346029d425fa9879d1b664da86f,1704073790,item,new,150.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.291, ""longitude"": 127.359}"
click_cart,76e1a346029d425fa9879d1b664da86f,1704073804,cart,new,150.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.291, ""longitude"": 127.359}"
click_checkout,76e1a346029d425fa9879d1b664da86f,1704073819,checkout,new,150.8.1,MacBook Pro,macOS,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 37.291, ""longitude"": 127.359}"
click_exit,9d180e6815924ed895216f64b959d1e9,1704108655,exit,new,151.3.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 35.535, ""longitude"": 127.045}"
click_navi,ae246127f3574c30b05bc86eda4a995d,1704097307,navi,new,152.5.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.388, ""longitude"": 126.724}"
click_item,ae246127f3574c30b05bc86eda4a995d,1704097315,item,new,152.5.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.388, ""longitude"": 126.724}"
click_cart,ae246127f3574c30b05bc86eda4a995d,1704097344,cart,new,152.5.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.388, ""longitude"": 126.724}"
click_checkout,ae246127f3574c30b05bc86eda4a995d,1704097353,checkout,new,152.5.1,iPhone 15,iOS,"{""country"": ""Korea"", ""city"": ""Daegu"", ""district"": ""시구""}","{""latitude"": 36.388, ""longitude"": 126.724}"
click_exit,1ba5ec6b2f7643378dd6fb7f8689b9cf,1704086780,exit,returning,153.2.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Incheon"", ""district"": ""시구""}","{""latitude"": 35.397, ""longitude"": 127.45}"
click_navi,333e5852c652401483744350ae034deb,1704143530,navi,new,153.4.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 36.015, ""longitude"": 127.846}"
click_item,333e5852c652401483744350ae034deb,1704143549,item,new,153.4.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 36.015, ""longitude"": 127.846}"
click_cart,333e5852c652401483744350ae034deb,1704143568,cart,new,153.4.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 36.015, ""longitude"": 127.846}"
click_checkout,333e5852c652401483744350ae034deb,1704143575,checkout,new,153.4.1,Galaxy S24,Android,"{""country"": ""Korea"", ""city"": ""Busan"", ""district"": ""시구""}","{""latitude"": 36.015, ""longitude"": 127.846}"
click_navi,9b925c8260a64b01b050b2d8250dc05b,1704107171,navi,churned,154.0.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 36.939, ""longitude"": 128.608}"
click_item,9b925c8260a64b01b050b2d8250dc05b,1704107179,item,churned,154.0.1,Pixel 8,Android,"{""country"": ""Korea"", ""city"": ""Seoul"", ""district"": ""시구""}","{""latitude"": 36.939, ""longitude"": 128.608}"
